,name,price_per_night,rating_overall,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,num_listing_reviews,num_host_ratings,host_response_rate,host_joined_months_ago,num_guests,num_bedrooms,num_beds,num_baths,superhost,borough,property_type,wifi,air_conditioning,heating,kitchen
315,Beautiful private bedroom minutes from Times Sq,100,4.61,4.9,4.5,4.7,4.5,4.6,4.6,33,406,96,24,2,1,1,1.0,0,bronx,private room,1,1,1,1
316,PERFECTLY LOCATED STUDIO NEXT TO ⭐️ CENTRAL PARK ⭐️,173,4.78,4.8,4.8,4.9,4.8,4.9,4.8,46,223,92,26,3,0,1,1.0,0,bronx,apartment,1,0,1,1
317,Ready NOW***Guests PRIVATE Entry*Quiet room*WIFI 📺,59,4.63,4.8,4.6,4.7,4.8,4.7,4.5,48,103,100,12,2,1,1,1.0,1,bronx,private room,1,1,1,0
318,Brand new 2 bedroom in Schuylerville section Bronx,256,4.47,4.6,4.7,4.5,4.5,4.5,4.3,15,15,100,4,4,2,2,1.0,0,bronx,apartment,1,1,1,1
319,Cozy Room,70,4.49,4.7,4.6,4.7,4.6,4.7,4.7,109,248,100,52,2,1,1,1.0,1,bronx,private room,1,1,1,0
320,*ENTIRE URBAN UPTOWN +#HIP-HOP STUDIO APARTMENT*,116,4.24,4.1,4.4,4.5,4.4,4.4,4.3,55,55,82,56,2,0,3,1.0,0,bronx,apartment,0,1,1,1
321,Large and bright private bedroom in Prime location,80,4.43,4.4,4.4,4.6,4.4,4.9,4.6,7,12,100,6,4,1,1,2.0,1,bronx,private room,1,1,1,1
322,Beautiful Central Harlem sleeps 4,160,4.6,4.4,4.8,4.9,4.6,4.8,4.6,158,343,100,97,4,2,2,1.0,0,bronx,apartment,1,1,1,1
323,Swanky Spacious APT upper east side,200,4.75,4.9,4.8,5.0,5.0,4.9,4.1,8,8,96,11,2,1,1,1.0,0,bronx,apartment,1,1,1,1
324,Private Room in Manhattan,77,4.86,4.7,5.0,4.6,4.7,5.0,5.0,7,26,92,5,2,1,1,1.0,0,bronx,private room,1,1,1,1
325,"Entire Picturesque Duplex Home in NYC, Bronx",300,4.67,5.0,4.7,5.0,5.0,5.0,4.7,3,109,100,66,6,3,3,2.0,0,bronx,house,1,1,1,1
326,"Perfect Harlem, New York Retreat",145,4.68,4.6,4.8,4.8,4.7,4.8,4.7,370,370,83,94,4,1,1,1.0,0,bronx,apartment,1,1,1,1
327,Lovely private bedrom just across the Central Park,95,3.95,4.1,4.0,4.6,4.4,4.4,4.1,39,89,100,20,2,1,1,2.0,0,bronx,private room,1,0,1,1
328,Private & Clean Full Apartment w/ Kitchen + Bath!,92,4.61,4.2,4.7,4.6,4.8,4.6,4.6,18,496,84,92,2,1,2,1.0,0,bronx,private room,1,1,1,1
329,1 BR Ultra Sunny Modern Apartment,165,4.47,4.3,4.7,4.8,4.2,4.8,4.4,17,111,100,83,2,1,1,1.0,1,bronx,condo,1,1,1,1
330,"Citadines Connect 5th Ave, Premier King",274,4.42,4.6,4.6,4.6,4.8,4.6,4.5,185,281,99,17,2,0,1,1.0,0,bronx,hotel,1,1,1,0
331,Sweet Deal*Harlem2bdrm Apt #1/Sleeps4,174,4.67,4.6,4.8,4.8,4.7,4.7,4.7,169,343,100,97,4,2,2,1.0,0,bronx,apartment,1,1,1,1
332,Spacious Bedroom in Harlem,75,4.78,4.8,4.8,4.8,4.7,4.8,4.6,9,21,89,79,3,1,1,1.0,0,bronx,private room,1,1,1,1
333,Private Studio in the heart of Queens near LGA,78,4.74,4.8,4.7,4.6,4.7,4.7,4.7,39,71,100,52,3,0,1,1.0,0,bronx,apartment,1,1,1,1
334,Cozy Room in Vibrant Neighborhood Near Everything,92,5.0,4.9,4.9,4.9,5.0,4.9,4.9,7,14,96,58,2,1,2,1.0,1,bronx,private room,1,0,1,1
335,Suite Sugar Hill,185,4.97,5.0,5.0,4.9,5.0,4.8,4.9,38,38,100,26,3,1,1,1.0,1,bronx,apartment,1,1,1,1
336,El Edén,202,5.0,5.0,5.0,5.0,4.7,5.0,4.7,3,3,100,68,6,2,2,1.0,0,bronx,house,1,1,1,1
337,Spacious & bright apartment in the heart of Harlem,135,4.89,5.0,4.7,4.8,4.8,5.0,4.8,19,19,100,50,3,1,3,1.0,0,bronx,private room,1,1,1,1
338,Central Park / UWS,250,4.97,5.0,4.9,5.0,5.0,5.0,4.8,73,73,100,66,2,1,1,1.0,1,bronx,private room,1,1,1,1
339,Rm #3 Queen Bed plus Twin bed 1 - 3 guests,80,4.88,4.7,4.9,4.9,4.9,5.0,5.0,26,395,98,36,3,1,2,1.0,0,bronx,private room,1,1,1,1
340,Sunny Beach House type room on UWS,120,4.83,4.9,4.9,4.9,5.0,4.9,4.8,224,224,100,101,2,1,1,1.0,1,bronx,private room,1,1,1,1
341,The best location to stay in New York City,250,4.92,4.9,5.0,5.0,5.0,4.9,4.9,12,23,100,6,6,2,2,1.0,1,bronx,apartment,1,1,1,1
342,Chic Hamilton Heights getaway ✨,90,4.88,4.4,4.9,4.9,5.0,5.0,4.8,8,28,93,66,2,1,1,1.0,0,bronx,private room,1,0,1,1
343,DOMINIQUE'S NY mini efficiency pad** A Rare Find**,99,4.91,4.8,4.9,5.0,4.7,4.9,4.7,46,228,100,128,2,1,1,1.0,1,bronx,apartment,1,1,1,0
344,Nice paradis,150,4.63,4.7,4.8,4.7,4.3,4.8,4.6,16,16,100,25,2,1,1,1.0,0,bronx,apartment,1,1,1,1
345,Companions Cove | Ideal for Traveling Buddies,60,4.8,4.9,4.9,4.9,4.5,4.9,4.8,83,394,100,51,2,1,2,1.5,1,bronx,private room,1,1,1,1
346,Budget apt in Prime Harlem Location,85,4.41,4.1,4.5,4.8,4.5,4.8,4.5,58,89,60,72,4,1,3,1.0,0,bronx,apartment,1,1,1,0
347,Bed and Breakfast comme a la maison,120,4.84,4.8,4.8,5.0,4.8,5.0,4.8,89,89,60,83,2,1,1,1.0,0,bronx,private room,1,0,1,1
348,"Peaceful Private Attic Bedroom, Living Room & Bath",106,4.92,4.8,5.0,5.0,5.0,5.0,4.9,26,69,100,84,2,1,1,1.0,1,bronx,private room,1,1,1,0
349,Natural light spacious and immaculate!,75,4.92,5.0,5.0,5.0,4.8,4.9,4.9,144,465,100,68,2,1,1,1.0,1,bronx,private room,1,1,1,1
350,Clean room across the street from the high bridge,53,4.44,4.4,4.7,4.8,4.3,4.6,4.6,98,609,100,51,2,1,1,1.0,0,bronx,private room,1,1,1,1
351,Spacious 1 Bedroom Apt in the heart of Harlem,130,4.76,4.8,4.8,4.9,4.9,4.9,4.6,87,123,100,61,3,1,2,1.0,1,bronx,apartment,1,1,1,1
352,Amazing room across street of the hight bridge,52,4.91,4.9,5.0,5.0,4.7,4.9,4.9,22,609,100,51,2,1,1,1.0,0,bronx,private room,1,1,1,1
353,Heart of Harlem Living - NYC to it's fullest!,105,4.48,4.7,4.6,4.9,4.3,4.8,4.5,50,50,100,119,4,1,1,1.0,0,bronx,apartment,1,1,1,1
354,Spacious and bright Private Room,141,5.0,5.0,5.0,4.9,4.9,5.0,5.0,14,14,100,5,2,1,1,1.0,1,bronx,private room,1,1,1,0
355,Harlem Star-lite,135,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,100,47,2,2,2,1.0,0,bronx,private room,1,1,1,1
356,Private Room in Harlem- for solo traveler,110,4.96,4.7,5.0,5.0,4.9,4.9,4.9,25,123,100,101,2,1,1,1.0,1,bronx,private room,1,1,1,0
357,"Spacious, Cozy and Chic 2 Bedroom Apartment",220,4.71,4.6,4.9,5.0,4.6,4.9,4.6,14,14,100,13,6,2,4,1.0,0,bronx,apartment,1,1,1,1
358,Lovely room in doorman building,118,4.96,4.9,5.0,5.0,4.8,5.0,5.0,149,149,90,85,2,1,1,1.0,1,bronx,private room,1,1,1,1
359,"Delightful, Bright and Comfortable Bedroom",92,5.0,5.0,5.0,5.0,4.9,5.0,5.0,7,7,100,56,2,1,1,1.0,0,bronx,private room,1,1,1,1
360,Large bedroom right next to Bloomingdales.,120,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,100,31,2,1,1,1.0,0,bronx,private room,1,1,1,1
361,Sunny Private Room at Central Park!,98,4.81,4.7,4.9,4.9,4.7,4.9,4.8,237,237,100,93,3,1,2,1.0,0,bronx,private room,1,0,1,1
362,Newly renovated 4 bedroom in Manhattan!,395,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,97,19,8,4,4,2.0,0,bronx,apartment,1,1,1,1
363,"Main st APT w PRIVATE Bath, bedroom, living room.",154,4.95,4.9,4.9,5.0,4.9,5.0,4.8,133,558,99,44,3,1,2,1.0,1,bronx,apartment,1,1,1,1
364,Cozy Room in Upper West Side Manhattan,93,4.58,4.6,4.8,4.7,4.5,4.8,4.5,12,21,90,3,2,1,1,1.0,0,bronx,private room,1,1,1,1
365,Steps to Yankee Stadium Modern 1 bdrm w/Pool Table,300,4.89,5.0,5.0,5.0,4.7,4.9,4.8,19,19,100,18,4,1,1,1.0,1,bronx,apartment,1,1,1,1
366,Nice Private Room in Manhattan,73,4.37,4.3,4.5,4.7,4.6,4.7,4.6,19,26,92,5,2,1,1,1.0,0,bronx,private room,1,1,1,1
367,Perfectly Located Private Room By Central Park,111,4.29,4.3,4.4,5.0,4.7,4.9,4.6,7,207,95,98,2,1,1,1.0,0,bronx,private room,1,1,1,1
368,UWS Cozy room near Columbia UNIVERSITY***,110,4.79,4.7,4.8,5.0,4.9,5.0,4.7,107,362,100,37,2,1,1,2.0,1,bronx,private room,1,1,1,1
369,Private BR in Bright Modern Apartment,93,4.81,4.8,4.8,4.9,4.8,4.9,4.8,94,111,100,83,2,1,1,1.0,1,bronx,private room,1,1,1,1
370,Cozy bedroom by Yankee Stadium,75,4.88,4.8,4.9,5.0,4.6,5.0,4.8,183,544,100,132,2,1,1,1.5,0,bronx,private room,1,1,1,1
371,Comfortable condo in Parkchester North,50,4.78,5.0,5.0,5.0,4.8,5.0,5.0,9,15,100,5,2,1,1,1.0,0,bronx,private room,0,1,0,1
372,☆3-Bedroom Spacious Apartment☆,190,4.9,5.0,4.9,5.0,4.7,5.0,4.9,50,153,100,29,6,3,6,1.0,1,bronx,apartment,1,1,1,0
373,Zen Den 1BR Uptown Oasis,135,5.0,5.0,5.0,5.0,4.8,5.0,4.8,10,10,100,80,2,1,1,1.0,0,bronx,apartment,1,1,1,1
374,Great location by Yankee,90,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,100,89,2,1,1,1.0,0,bronx,private room,1,1,1,1
375,Private Room & Shared Bath in Harlem Artist's Home,105,5.0,4.8,5.0,5.0,5.0,5.0,5.0,22,22,100,136,2,1,1,1.0,1,bronx,private room,1,1,1,1
376,LOVE MANHATTAN 1,61,4.78,4.8,4.9,4.8,4.5,4.9,4.7,131,416,100,49,2,1,1,1.0,0,bronx,private room,1,1,1,0
377,Private Room -  Midtown/Central Park,105,4.59,4.8,4.7,4.8,4.9,4.8,4.6,304,1533,100,101,2,1,1,1.0,0,bronx,private room,1,1,1,1
378,Upper East Side Cozy Room,115,4.75,4.8,4.8,4.8,4.8,4.8,5.0,4,276,100,67,2,1,1,1.0,0,bronx,private room,1,1,1,1
379,Washington Heights- Comfy Home,70,4.76,4.6,4.8,5.0,4.8,4.9,4.8,17,17,100,62,2,1,1,1.0,1,bronx,private room,1,1,1,1
380,Best Manhattan location & best room for the price!,141,4.97,5.0,5.0,5.0,5.0,5.0,4.9,63,68,100,96,2,1,1,1.0,1,bronx,private room,1,1,1,1
381,The BEST of SoBro  *Hosts vaccinated w Pfizer,165,4.95,5.0,4.9,4.9,4.9,5.0,5.0,76,76,100,50,4,1,2,1.0,1,bronx,townhouse,1,1,1,1
382,"Heart of Columbia University
Upper West Side",174,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,46,100,74,2,1,1,1.0,0,bronx,private room,1,1,1,1
383,Short walk to Central Park/5th Ave/Radio City,339,4.6,4.7,4.7,4.4,4.9,4.6,4.6,75,502,95,4,4,1,2,1.0,0,bronx,hotel,1,1,1,0
384,Bright Harlem Apt. in New Building!,165,4.96,4.9,5.0,5.0,4.8,4.9,4.8,130,169,100,89,2,1,1,1.0,1,bronx,apartment,1,1,1,1
385,"Bright, quiet, super comfy chic in Upper East Side",345,4.91,4.7,4.9,5.0,5.0,5.0,4.8,121,193,57,106,2,0,2,1.0,0,bronx,apartment,1,1,1,1
386,A diamond in the rough,99,4.25,4.0,4.5,5.0,4.5,4.5,4.5,4,4,100,42,4,1,4,1.0,0,bronx,apartment,1,1,1,1
387,One block to subway station,58,4.64,4.7,4.8,4.9,4.7,4.9,4.7,42,416,100,49,2,1,1,1.0,0,bronx,private room,1,1,1,0
388,British Room @ Columbia Uni.,99,4.74,4.7,4.8,4.9,5.0,5.0,4.7,38,136,84,42,2,1,1,1.0,0,bronx,private room,1,1,1,1
389,"Your Room at Roselle’s, Bronx",95,5.0,5.0,5.0,5.0,4.8,5.0,4.9,21,73,100,42,2,1,1,1.0,1,bronx,private room,1,1,1,0
390,Spacious Modern Renovated 3 Bedroom w Backyard,285,4.86,4.9,4.9,5.0,4.7,4.9,5.0,28,56,83,53,5,3,3,1.0,1,bronx,apartment,1,1,1,1
391,Spacious Luxury King Bed Room,269,4.17,4.5,4.3,4.0,4.7,4.5,4.4,46,1047,98,27,2,1,1,1.0,0,bronx,hotel,1,1,1,0
392,Lovely Private Room located in Times Square!,135,4.6,4.2,4.6,5.0,5.0,5.0,4.6,5,9,59,70,2,1,1,1.0,0,bronx,private room,1,1,0,0
393,the cove,76,4.44,4.3,4.7,4.8,4.6,4.9,4.6,9,117,100,48,8,1,4,1.0,0,bronx,townhouse,1,1,1,1
394,Roosevelt Island Charm,96,4.96,5.0,5.0,5.0,5.0,5.0,4.9,218,218,100,73,2,1,0,1.0,1,bronx,private room,1,1,1,0
395,Esteem's Place Deux,60,4.56,4.6,4.6,4.7,4.7,4.7,4.5,36,59,100,49,2,1,1,1.0,1,bronx,private room,1,1,1,1
396,Cozy private bedroom close to train and Manhattan,77,4.5,4.6,4.7,4.8,4.5,4.8,4.5,160,308,97,33,2,1,2,2.0,0,bronx,private room,1,1,1,1
397,2 Bedroom Refuge with Private Bath & Living Room,147,4.9,5.0,5.0,5.0,5.0,5.0,4.8,22,69,100,84,4,2,2,1.0,1,bronx,private room,1,1,1,0
398,Comfortable Private Room in Historic Park Slope,105,4.95,5.0,5.0,5.0,5.0,5.0,4.9,200,200,100,64,2,1,1,1.0,1,brooklyn,private room,1,1,1,0
399,Sunset Park Studio,119,4.97,5.0,5.0,5.0,4.9,5.0,5.0,59,59,100,58,2,0,1,1.0,1,brooklyn,apartment,1,1,1,0
400,Plantastic Brooklyn Oasis with Private Rooftop,116,4.95,4.8,5.0,5.0,4.9,5.0,4.9,134,140,100,42,2,1,1,1.5,1,brooklyn,private room,1,1,1,1
401,"Private! entire studio, private bath 3A",71,4.78,4.6,4.8,4.9,4.8,4.9,4.8,179,780,100,75,2,1,1,1.0,1,brooklyn,apartment,1,1,1,1
402,"Brooklyn  Garden Apt, Strt Shot to City, 15min JFK",128,4.87,5.0,5.0,5.0,4.5,5.0,4.8,38,46,100,84,4,1,3,1.0,0,brooklyn,apartment,1,1,1,1
403,Studio w/ private entry in Fort Greene,118,4.72,4.8,4.9,4.9,5.0,4.9,4.8,104,319,100,132,2,1,0,1.0,1,brooklyn,apartment,1,1,1,1
404,Entire Floor/1 Min from N Train/Private Entrance,78,4.79,4.9,4.9,4.9,4.7,5.0,4.8,115,115,100,65,4,0,2,1.0,1,brooklyn,private room,1,1,1,0
405,Renovated flat in the Heart of Williamsburg BK!,160,4.93,5.0,5.0,5.0,5.0,5.0,5.0,56,56,100,88,3,2,2,1.0,1,brooklyn,house,1,1,1,1
406,Beautiful Bushwick Bungalow,188,4.93,4.8,5.0,5.0,4.8,5.0,4.9,150,154,100,84,2,1,1,1.0,1,brooklyn,apartment,1,1,1,1
407,Comfortable Brooklyn Studio,89,4.93,5.0,5.0,5.0,4.5,4.9,4.9,70,70,100,67,2,1,2,1.0,0,brooklyn,house,1,0,1,0
408,Room Bedford Heart of Williamsburg,122,4.72,4.6,4.7,4.9,4.9,4.9,4.7,227,434,100,120,2,1,1,1.0,1,brooklyn,private room,1,1,1,1
409,Luxury Apt Brand New Highrise- Incredible Deal,253,4.79,4.9,4.8,4.9,5.0,4.9,4.7,34,126,100,109,2,1,2,1.0,1,brooklyn,apartment,1,1,1,1
410,Private suite in Carroll Gardens,100,4.96,5.0,5.0,5.0,4.9,5.0,4.9,310,310,100,77,4,1,3,1.0,1,brooklyn,private room,1,1,1,0
411,"Brooklyn's heart,
 Ft Greene! 1day free bicycle",169,4.9,4.8,4.9,5.0,5.0,5.0,4.8,200,200,100,74,2,1,1,1.0,1,brooklyn,apartment,1,1,1,1
412,Prime Williamsburg duplex Bedford L,225,4.79,4.4,4.9,4.9,5.0,4.9,4.8,145,307,96,22,5,2,2,2.0,0,brooklyn,apartment,1,1,1,1
413,Hot-Tub and King beds in Brooklyn!,167,4.84,4.9,4.9,4.9,4.5,5.0,4.8,263,263,100,67,4,1,1,1.0,1,brooklyn,townhouse,1,1,1,1
414,Peaceful studio duplex with workspace in Brooklyn,150,5.0,5.0,5.0,5.0,4.8,4.9,5.0,25,56,100,6,2,1,1,1.0,1,brooklyn,apartment,1,1,1,0
415,Coziness In Crown Heights,120,4.55,4.8,4.7,4.8,4.7,4.8,4.6,143,143,100,47,2,1,1,1.0,0,brooklyn,apartment,1,1,1,1
416,"""HELLO BROOKLYN"" PARK SIDE VIEW NEWLY RENO APT.",115,4.8,4.8,4.9,4.9,4.7,5.0,4.8,277,881,97,68,4,0,1,1.0,1,brooklyn,apartment,1,1,1,1
417,Cozy Private Garden Apartment,135,4.89,5.0,4.9,5.0,4.6,5.0,4.9,200,200,100,68,2,1,2,1.0,1,brooklyn,apartment,1,1,1,1
418,Private studio with Garden in Williamsburg,165,4.79,4.7,4.9,5.0,4.9,5.0,4.8,42,392,100,24,2,0,1,1.0,0,brooklyn,apartment,1,1,1,1
419,"CHIC, cozy, BIG APT in vibrant Brooklyn!",135,4.91,5.0,5.0,5.0,4.9,5.0,4.9,344,369,100,94,3,1,3,1.0,1,brooklyn,apartment,1,0,1,0
420,"Modern, Minimalist, Spacious, Clean Private Oasis",164,4.93,4.9,5.0,5.0,4.8,5.0,4.8,255,255,100,101,4,1,2,1.0,1,brooklyn,apartment,1,1,1,1
421,COZY GARDEN APT IN BKLYN BROWNSTONE,90,4.56,4.7,4.8,4.7,4.3,4.6,4.6,190,376,70,103,2,1,1,1.0,0,brooklyn,townhouse,1,0,1,1
422,A cozy garden apartment,145,4.87,4.8,4.9,4.9,4.8,5.0,4.8,144,144,100,42,4,0,1,1.0,1,brooklyn,apartment,1,1,1,1
423,Park Block Studio,181,4.87,4.9,5.0,5.0,5.0,4.9,4.8,327,343,100,77,2,0,1,1.0,1,brooklyn,apartment,1,1,1,1
424,Spacious Private Ground Floor Studio Apt.,130,4.93,5.0,5.0,5.0,4.7,5.0,4.9,170,304,100,109,2,1,1,1.0,1,brooklyn,apartment,1,1,1,1
425,"""WELCOME TO BROOKLYN"" PARK SIDE VIEW STUDIO APT",115,4.77,4.7,4.9,4.9,4.7,4.9,4.8,324,881,97,68,4,0,1,1.0,1,brooklyn,apartment,1,1,1,1
426,Beautiful Apt in a Park Slope Brownstone & Brick,183,4.86,4.9,5.0,4.9,5.0,5.0,4.8,21,140,100,109,3,1,1,1.0,0,brooklyn,private room,1,1,1,1
427,Pur Bonheur.    (Pure Happiness),120,4.64,4.9,4.7,4.8,4.8,4.7,4.6,73,73,94,27,3,1,3,1.0,0,brooklyn,apartment,1,1,1,1
428,Beautiful apartment in awesome Clinton Hill!,100,4.78,4.8,4.9,4.9,4.6,4.9,4.8,18,18,80,74,2,1,1,1.0,0,brooklyn,apartment,1,1,1,1
429,Amazing Large Top Floor Apartment/King Bed,200,5.0,5.0,5.0,5.0,5.0,5.0,4.9,44,392,100,24,4,1,1,1.0,0,brooklyn,apartment,1,1,1,1
430,Lovely 1 Bedroom Plus Office in Brooklyn Townhome,131,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,100,59,2,1,1,1.0,0,brooklyn,apartment,1,1,1,1
431,Ladies Day,70,4.88,4.9,5.0,5.0,4.9,5.0,4.9,17,190,99,61,2,1,0,2.0,1,brooklyn,private room,1,1,1,0
432,Verona TwentyOne - RODFRED COMFORT,130,4.92,4.9,5.0,5.0,4.9,5.0,4.9,209,453,100,38,2,1,1,1.0,1,brooklyn,apartment,1,1,1,0
433,"Near the City, Classic Brooklyn!",140,4.88,4.9,4.9,4.9,4.7,4.9,4.8,230,230,93,56,5,1,3,1.0,1,brooklyn,house,1,1,1,1
434,Perfect for Your Parents:  Privacy + Garden,199,4.87,4.9,4.9,4.9,4.9,5.0,4.8,258,344,100,147,4,1,2,1.0,1,brooklyn,private room,1,1,1,1
435,"Spacious, light filled loft in prime Williamsburg",219,5.0,4.9,5.0,4.9,5.0,4.9,5.0,10,11,100,101,2,1,1,1.0,0,brooklyn,apartment,1,1,1,1
436,Prime Artist Loft &  Exposed Brick,286,4.88,4.9,4.9,5.0,5.0,4.9,4.6,157,264,100,112,3,1,1,1.0,1,brooklyn,loft,1,1,1,1
437,Cozy Brooklyn Oasis,104,4.8,4.9,4.9,4.9,4.7,4.9,4.8,221,379,100,50,5,2,3,1.0,1,brooklyn,apartment,1,1,1,1
438,Cozy Chic studio in Forte Greene  w/nice backyard,155,4.86,5.0,5.0,4.9,4.8,5.0,4.8,110,307,96,95,3,0,2,1.0,0,brooklyn,townhouse,1,1,1,1
439,Brooklyn brownstone in the center of it all,179,4.74,4.5,4.7,5.0,5.0,5.0,4.6,27,42,100,114,4,1,2,1.0,1,brooklyn,apartment,1,1,1,1
440,"Sun Drenched 2bd Apt near BK Museum, Crown Heights",223,4.94,5.0,5.0,5.0,4.9,5.0,4.9,16,73,100,121,4,2,3,1.0,1,brooklyn,apartment,1,1,1,1
441,Private Spacious Apt and Garden- your Urban Oasis!,185,4.94,4.9,4.9,5.0,4.5,5.0,4.8,89,89,100,77,3,1,1,1.0,1,brooklyn,apartment,1,1,1,1
442,2 bedroom third floor in the heart of Brooklyn.,44,4.61,4.6,4.8,4.9,4.7,4.9,4.7,108,108,100,46,5,2,3,1.0,0,brooklyn,house,1,0,1,0
443,Welcoming Park Slope Garden Apt.,230,4.86,4.8,4.9,4.9,4.9,4.9,4.7,112,112,100,84,4,1,2,1.0,1,brooklyn,apartment,1,1,1,1
444,Cozy & Across from Park,121,5.0,4.8,4.9,4.9,4.9,4.5,5.0,10,17,93,76,4,1,1,1.0,0,brooklyn,apartment,1,1,1,1
445,Loft with rooftop in the Heart of Brooklyn,215,4.74,4.7,4.8,4.8,4.7,4.8,4.7,40,40,100,119,4,2,2,1.0,1,brooklyn,loft,1,1,1,1
446,Gramercy park Apartment (2beds),107,4.66,4.6,4.8,4.8,5.0,4.8,4.6,32,32,80,18,3,0,2,1.0,0,brooklyn,apartment,1,1,1,1
447,Havemeyer mini Duplex in central Williamsburg,196,4.62,4.5,4.7,4.7,4.9,4.8,4.5,119,119,100,45,4,1,1,1.5,0,brooklyn,apartment,1,1,1,1
448,Brooklyn Studio,125,4.76,4.9,4.9,4.9,4.9,4.9,4.7,45,124,100,24,2,1,1,1.0,1,brooklyn,private room,1,1,1,0
449,BROOKLYN COZY APARTMENT,83,4.64,4.6,4.7,4.8,4.7,4.8,4.5,33,33,100,93,2,1,2,1.0,0,brooklyn,apartment,1,1,1,1
450,Modern Brooklyn Studio One Block From B-Train,75,4.71,4.8,4.8,4.8,4.8,4.8,4.7,185,257,93,48,2,1,1,1.0,0,brooklyn,apartment,1,1,1,0
451,Beautiful Brooklyn Apartment in Prospect Heights!,200,4.96,5.0,5.0,5.0,5.0,5.0,4.9,191,191,100,51,2,1,1,1.0,1,brooklyn,apartment,1,1,1,1
452,Clean and modern space in Clinton Hills,315,4.97,5.0,5.0,5.0,4.8,5.0,4.9,64,98,100,40,4,2,2,1.0,1,brooklyn,apartment,1,1,1,1
453,Spacious Bright Room Within One Block of Train,55,4.89,4.8,4.9,4.8,4.8,5.0,4.8,9,316,100,52,2,1,1,1.0,0,brooklyn,private room,1,1,1,0
454,Victorian Private Brownstone Apt & Backyard Garden,210,4.77,4.8,4.8,4.9,4.7,4.9,4.7,456,490,100,107,4,1,2,1.0,1,brooklyn,townhouse,1,1,1,1
455,Modern Studio Apartment (Loft inspired),136,4.86,5.0,4.6,4.9,4.7,5.0,4.6,7,9,98,53,4,1,2,1.0,0,brooklyn,apartment,1,1,1,1
456,Superior Studio with Balcony,87,4.8,4.8,4.9,4.9,4.7,4.9,4.8,92,186,83,75,4,0,3,1.0,1,brooklyn,apartment,1,1,1,1
457,Stylish & Comfy Apartment in Brooklyn,170,4.97,5.0,5.0,4.9,4.8,5.0,4.9,31,56,100,6,2,1,1,1.0,1,brooklyn,apartment,1,1,1,1
458,Amazing 550 Sq Ft Studio Apartment.,106,4.85,4.9,4.9,5.0,4.5,4.9,4.8,255,255,100,93,5,0,3,1.0,1,brooklyn,apartment,1,1,1,1
459,Beautiful Loft Railroad apartment in Bushwick,140,4.84,4.7,4.8,4.9,4.9,4.8,4.8,112,112,100,77,3,1,1,1.0,1,brooklyn,apartment,1,1,1,1
460,Full bed & sofa; many amenities; 20 min. to city,57,4.93,4.8,5.0,4.9,4.9,4.9,4.9,14,47,100,44,4,1,2,1.0,0,brooklyn,private room,1,1,1,0
461,Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,100,4.9,4.9,4.9,5.0,4.8,5.0,4.8,10,15,100,124,4,1,2,1.0,1,brooklyn,apartment,1,1,1,1
462,Sunny apartment in Prospect Lefferts Gardens,163,4.96,5.0,5.0,5.0,4.9,5.0,4.9,180,180,100,95,2,1,2,1.0,1,brooklyn,apartment,1,1,1,1
463,Victorian Brooklyn Spacious Living!,182,4.94,5.0,4.9,5.0,4.9,5.0,4.9,52,52,100,51,3,2,2,1.0,1,brooklyn,apartment,1,1,1,0
464,Industrial bedroom  1 minute to Subway,72,4.88,4.9,4.9,4.9,4.8,4.9,4.9,48,143,86,75,2,1,1,1.5,1,brooklyn,private room,1,1,1,1
465,THE LINCOLN SUITES BROOKLYN - 590,188,5.0,5.0,5.0,5.0,4.9,5.0,4.9,14,32,100,51,6,2,2,1.0,1,brooklyn,apartment,1,1,1,1
466,Entire New Apartment in Park Slope / Gowanus,120,4.81,4.8,4.9,5.0,4.8,5.0,4.8,615,615,100,126,2,0,1,1.0,1,brooklyn,private room,1,1,1,1
467,Super clean room in renovated historic brownstone,74,4.78,4.8,4.8,4.9,4.6,4.9,4.8,368,629,100,155,2,1,1,1.5,1,brooklyn,private room,1,1,1,1
468,Boerum Hill Charming Studio,195,4.88,4.8,4.9,5.0,5.0,5.0,4.8,211,211,100,57,3,0,1,1.0,1,brooklyn,apartment,1,1,1,1
469,Brooklyn apartment next to Brooklyn Museum,80,4.87,4.7,4.9,5.0,5.0,4.9,4.9,275,288,100,66,2,1,1,1.0,1,brooklyn,private room,1,1,1,1
470,Brooklyn Cave in the Neighb,74,4.99,5.0,5.0,5.0,4.8,5.0,4.9,132,132,100,60,3,0,1,1.0,1,brooklyn,house,1,1,1,1
471,Private Room #3 in Beautiful Bay Ridge,43,4.98,4.9,5.0,5.0,4.9,5.0,4.9,57,143,91,26,2,1,1,1.0,0,brooklyn,private room,1,1,1,1
472,Sunny Warm and Cozy.            1 bedroom  apt.,157,4.84,4.7,4.9,5.0,5.0,4.9,4.8,31,32,100,34,5,1,2,1.0,1,brooklyn,apartment,1,1,1,1
